"match_id","radiant_win","duration","radiant_score","dire_score","leagueid","start_time","lobby_type","game_mode","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10"
767689193,TRUE,3020,0,0,600,1404958084,2,2,3916428,41231571,41288955,76482434,84772440,89407113,89423756,89871557,90892734,101495620
767698877,FALSE,3246,0,0,600,1404958700,2,2,30237211,38515149,67601693,73562326,85805514,86727555,86738694,86745912,87276347,121847953
767701332,FALSE,2656,0,0,600,1404959030,2,2,11550182,70388657,82262664,86723143,86725175,86802844,87278757,89269794,89625472,91064780
767722637,FALSE,2661,0,0,600,1404960827,2,2,8712306,19672354,21265941,88508515,89157606,89217927,94155156,98887913,100317750,100883708
767748153,TRUE,1954,0,0,600,1404963145,2,2,89371588,96429099,98878010,102020930,104109762,104963314,114239371,123854991,131380551,136477860
768808772,TRUE,1949,0,0,600,1405008805,2,2,8712306,19672354,21265941,30237211,38515149,67601693,85805514,86738694,94155156,100317750
768806277,TRUE,1707,0,0,600,1405008813,2,2,31078647,82327674,86726887,86799300,87285329,87382579,88553213,88585077,89246836,90045009
768809344,TRUE,2737,0,0,600,1405008930,2,2,88508515,89157606,89217927,89249333,89330493,91644707,93616251,98887913,100883708,121052479
768819456,TRUE,1863,0,0,600,1405009307,2,2,1185644,5448108,10366616,11550182,31818853,86725175,86802844,87196890,89269794,91064780
768904017,FALSE,1791,0,0,600,1405012882,2,2,73562326,82327674,86727555,86745912,87276347,88553213,88585077,89246836,90045009,121847953
768904872,TRUE,2652,0,0,600,1405012956,2,2,6922000,19757254,40547474,43276219,70388657,82262664,86723143,87278757,88719902,89625472
768917747,FALSE,4384,0,0,600,1405013338,2,2,84772440,89407113,89423756,89871557,90892734,96429099,102020930,104109762,104963314,131380551
768924317,FALSE,1051,0,0,600,1405013661,2,2,89371588,90882159,91698091,98878010,101695162,108382060,113800818,114239371,123854991,136477860
768978223,FALSE,2242,0,0,600,1405016453,2,2,1185644,5448108,10366616,31818853,87196890,90882159,91698091,101695162,108382060,113800818
768982951,FALSE,2830,0,0,600,1405016685,2,2,8712306,19672354,21265941,89371588,94155156,98878010,100317750,114239371,123854991,136477860
768999679,TRUE,3527,0,0,600,1405017396,2,2,70388657,82262664,86723143,87278757,89249333,89330493,89625472,91644707,93616251,121052479
769044770,FALSE,2373,0,0,600,1405019509,2,2,3916428,31078647,41231571,41288955,76482434,86726887,86799300,87285329,87382579,101495620
769061465,FALSE,2961,0,0,600,1405020212,2,2,73562326,86727555,86745912,87276347,88508515,89157606,89217927,98887913,100883708,121847953
769083280,FALSE,2458,0,0,600,1405021739,2,2,11550182,30237211,38515149,67601693,85805514,86725175,86738694,86802844,89269794,91064780
769106392,TRUE,2670,0,0,600,1405022754,2,2,89249333,89330493,91644707,93616251,96429099,102020930,104109762,104963314,121052479,131380551
769123500,FALSE,2419,0,0,600,1405023411,2,2,6922000,19757254,40547474,43276219,84772440,88719902,89407113,89423756,89871557,90892734
769161952,FALSE,2105,0,0,600,1405025730,2,2,3916428,11550182,41231571,41288955,76482434,86725175,86802844,89269794,91064780,101495620
769166153,TRUE,1301,0,0,600,1405025753,2,2,30237211,38515149,67601693,85805514,86738694,89371588,98878010,114239371,123854991,136477860
769199481,TRUE,4343,0,0,600,1405027878,2,2,1185644,5448108,10366616,31818853,82327674,87196890,88553213,88585077,89246836,90045009
769210921,TRUE,2657,0,0,600,1405028679,2,2,31078647,84772440,86726887,86799300,87285329,87382579,89407113,89423756,89871557,90892734
769219194,FALSE,2114,0,0,600,1405029136,2,2,8712306,19672354,21265941,90882159,91698091,94155156,100317750,101695162,108382060,113800818
769229353,FALSE,2656,0,0,600,1405029796,2,2,70388657,73562326,82262664,86723143,86727555,86745912,87276347,87278757,89625472,121847953
769282496,TRUE,1532,0,0,600,1405034066,2,2,31078647,86726887,86799300,87285329,87382579,96429099,102020930,104109762,104963314,131380551
769287352,TRUE,4081,0,0,600,1405034482,2,2,11550182,84772440,86725175,86802844,89269794,89407113,89423756,89871557,90892734,91064780
769290012,FALSE,2616,0,0,600,1405034590,2,2,82327674,88553213,88585077,89246836,89249333,89330493,90045009,91644707,93616251,121052479
769292746,TRUE,2112,0,0,600,1405034656,2,2,6922000,19757254,40547474,43276219,88508515,88719902,89157606,89217927,98887913,100883708
769328512,FALSE,2477,0,0,600,1405038356,2,2,1185644,3916428,5448108,10366616,31818853,41231571,41288955,76482434,87196890,101495620
769337333,TRUE,3003,0,0,600,1405039205,2,2,6922000,19757254,30237211,38515149,40547474,43276219,67601693,85805514,86738694,88719902
769348520,FALSE,1071,0,0,600,1405040253,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
769371854,TRUE,1665,0,0,600,1405042315,2,2,1185644,5448108,10366616,31818853,87196890,96429099,102020930,104109762,104963314,131380551
769374450,TRUE,2707,0,0,600,1405042542,2,2,3916428,8712306,19672354,21265941,41231571,41288955,76482434,94155156,100317750,101495620
769381711,FALSE,1392,0,0,600,1405043303,2,2,31078647,86726887,86799300,87285329,87382579,88508515,89157606,89217927,98887913,100883708
769387354,TRUE,1467,0,0,600,1405043778,2,2,70388657,82262664,86723143,87278757,89371588,89625472,98878010,114239371,123854991,136477860
769408915,FALSE,2146,0,0,600,1405045729,2,2,30237211,38515149,67601693,85805514,86738694,96429099,102020930,104109762,104963314,131380551
769428118,TRUE,2500,0,0,600,1405047122,2,2,11550182,82327674,86725175,86802844,88553213,88585077,89246836,89269794,90045009,91064780
769433230,FALSE,2364,0,0,600,1405047694,2,2,73562326,86727555,86745912,87276347,89249333,89330493,91644707,93616251,121052479,121847953
770545864,TRUE,2395,0,0,600,1405095392,2,2,1185644,5448108,10366616,31818853,70388657,82262664,86723143,87196890,87278757,89625472
770550292,TRUE,1939,0,0,600,1405095429,2,2,8712306,19672354,21265941,82327674,88553213,88585077,89246836,90045009,94155156,100317750
770551674,TRUE,2656,0,0,600,1405095505,2,2,3916428,41231571,41288955,76482434,89371588,98878010,101495620,114239371,123854991,136477860
770569057,FALSE,1116,0,0,600,1405096352,2,2,84772440,89407113,89423756,89871557,90882159,90892734,91698091,101695162,108382060,113800818
770634213,FALSE,2115,0,0,600,1405099152,2,2,8712306,19672354,21265941,94155156,96429099,100317750,102020930,104109762,104963314,131380551
770632334,FALSE,2994,0,0,600,1405099346,2,2,84772440,89249333,89330493,89407113,89423756,89871557,90892734,91644707,93616251,121052479
770652491,FALSE,2569,0,0,600,1405099879,2,2,6922000,11550182,19757254,40547474,43276219,86725175,86802844,88719902,89269794,91064780
770659821,FALSE,3609,0,0,600,1405100187,2,2,31078647,73562326,86726887,86727555,86745912,86799300,87276347,87285329,87382579,121847953
770724297,FALSE,2675,0,0,600,1405103213,2,2,30237211,38515149,67601693,82327674,85805514,86738694,88553213,88585077,89246836,90045009
770751678,TRUE,2583,0,0,600,1405104306,2,2,11550182,86725175,86802844,89269794,89371588,91064780,98878010,114239371,123854991,136477860
770750462,TRUE,3610,0,0,600,1405104317,2,2,1185644,5448108,10366616,31818853,84772440,87196890,89407113,89423756,89871557,90892734
770777219,FALSE,2166,0,0,600,1405105494,2,2,73562326,86727555,86745912,87276347,90882159,91698091,101695162,108382060,113800818,121847953
770826349,TRUE,3845,0,0,600,1405107758,2,2,30237211,38515149,67601693,70388657,82262664,85805514,86723143,86738694,87278757,89625472
770838732,TRUE,2898,0,0,600,1405108596,2,2,31078647,86726887,86799300,87285329,87382579,89249333,89330493,91644707,93616251,121052479
770858488,TRUE,872,0,0,600,1405109474,2,2,3916428,41231571,41288955,76482434,90882159,91698091,101495620,101695162,108382060,113800818
770857357,FALSE,1379,0,0,600,1405109733,2,2,1185644,5448108,10366616,31818853,87196890,88508515,89157606,89217927,98887913,100883708
770899986,TRUE,2045,0,0,600,1405111862,2,2,3916428,6922000,19757254,40547474,41231571,41288955,43276219,76482434,88719902,101495620
770922308,TRUE,2329,0,0,600,1405113232,2,2,82327674,88553213,88585077,89246836,89371588,90045009,98878010,114239371,123854991,136477860
770919457,TRUE,2380,0,0,600,1405113262,2,2,1185644,5448108,10366616,31818853,87196890,89249333,89330493,91644707,93616251,121052479
770923178,FALSE,3267,0,0,600,1405113398,2,2,70388657,82262664,84772440,86723143,87278757,89407113,89423756,89625472,89871557,90892734
770956861,TRUE,1614,0,0,600,1405115424,2,2,88508515,89157606,89217927,96429099,98887913,100883708,102020930,104109762,104963314,131380551
770978831,TRUE,4197,0,0,600,1405117369,2,2,11550182,73562326,86725175,86727555,86745912,86802844,87276347,89269794,91064780,121847953
770982053,TRUE,4115,0,0,600,1405117673,2,2,8712306,19672354,21265941,31078647,86726887,86799300,87285329,87382579,94155156,100317750
770995607,FALSE,977,0,0,600,1405118217,2,2,30237211,38515149,67601693,85805514,86738694,90882159,91698091,101695162,108382060,113800818
771004390,FALSE,1641,0,0,600,1405119060,2,2,84772440,88508515,89157606,89217927,89407113,89423756,89871557,90892734,98887913,100883708
771032063,FALSE,2673,0,0,600,1405121286,2,2,89249333,89330493,89371588,91644707,93616251,98878010,114239371,121052479,123854991,136477860
771085473,TRUE,2949,0,0,600,1405125394,2,2,31078647,86726887,86799300,87285329,87382579,89371588,98878010,114239371,123854991,136477860
771086362,FALSE,1510,0,0,600,1405125597,2,2,70388657,82262664,86723143,87278757,89625472,96429099,102020930,104109762,104963314,131380551
771088857,FALSE,4687,0,0,600,1405125915,2,2,6922000,19757254,40547474,43276219,82327674,88553213,88585077,88719902,89246836,90045009
771093543,TRUE,3467,0,0,600,1405126212,2,2,11550182,86725175,86802844,88508515,89157606,89217927,89269794,91064780,98887913,100883708
771125367,TRUE,3368,0,0,600,1405129052,2,2,3916428,30237211,38515149,41231571,41288955,67601693,76482434,85805514,86738694,101495620
771160983,TRUE,2513,0,0,600,1405132014,2,2,8712306,11550182,19672354,21265941,86725175,86802844,89269794,91064780,94155156,100317750
771166363,FALSE,3701,0,0,600,1405132415,2,2,1185644,5448108,10366616,31818853,73562326,86727555,86745912,87196890,87276347,121847953
771189448,FALSE,3559,0,0,600,1405133985,2,2,6922000,19757254,40547474,43276219,88719902,90882159,91698091,101695162,108382060,113800818
771196094,TRUE,2339,0,0,600,1405134546,2,2,30237211,38515149,67601693,85805514,86738694,89249333,89330493,91644707,93616251,121052479
771242116,FALSE,2554,0,0,600,1405137769,2,2,70388657,82262664,82327674,86723143,87278757,88553213,88585077,89246836,89625472,90045009
772338691,TRUE,1970,0,0,600,1405181530,2,2,70388657,82262664,86723143,87278757,88508515,89157606,89217927,89625472,98887913,100883708
772342935,TRUE,1948,0,0,600,1405181598,2,2,11550182,86725175,86802844,89269794,91064780,96429099,102020930,104109762,104963314,131380551
772349165,TRUE,2717,0,0,600,1405181798,2,2,6922000,19757254,40547474,43276219,88719902,89371588,98878010,114239371,123854991,136477860
772349523,TRUE,1873,0,0,600,1405181908,2,2,8712306,19672354,21265941,89249333,89330493,91644707,93616251,94155156,100317750,121052479
772432494,FALSE,3980,0,0,600,1405185184,2,2,3916428,41231571,41288955,70388657,76482434,82262664,86723143,87278757,89625472,101495620
772436958,FALSE,2698,0,0,600,1405185328,2,2,90882159,91698091,96429099,101695162,102020930,104109762,104963314,108382060,113800818,131380551
772440324,TRUE,3450,0,0,600,1405185673,2,2,1185644,5448108,10366616,31078647,31818853,86726887,86799300,87196890,87285329,87382579
772457564,FALSE,2658,0,0,600,1405186453,2,2,73562326,84772440,86727555,86745912,87276347,89407113,89423756,89871557,90892734,121847953
772526898,FALSE,2020,0,0,600,1405189816,2,2,82327674,88553213,88585077,89246836,90045009,90882159,91698091,101695162,108382060,113800818
772548096,FALSE,2844,0,0,600,1405190674,2,2,3916428,41231571,41288955,73562326,76482434,86727555,86745912,87276347,101495620,121847953
772554830,TRUE,1013,0,0,600,1405191012,2,2,30237211,31078647,38515149,67601693,85805514,86726887,86738694,86799300,87285329,87382579
772561129,TRUE,1843,0,0,600,1405191136,2,2,6922000,8712306,19672354,19757254,21265941,40547474,43276219,88719902,94155156,100317750
772707887,FALSE,4835,0,0,600,1405198006,2,2,31078647,86726887,86799300,87285329,87382579,89371588,98878010,114239371,123854991,136477860
772820666,TRUE,2184,0,0,600,1405204514,2,2,88508515,89157606,89217927,89371588,98878010,98887913,100883708,114239371,123854991,136477860
772874503,FALSE,1562,0,0,600,1405208332,2,2,31078647,86726887,86799300,87285329,87382579,88508515,89157606,89217927,98887913,100883708
774247535,FALSE,1627,0,0,600,1405267903,2,2,30237211,38515149,67601693,85805514,86738694,89371588,98878010,114239371,123854991,136477860
774318898,TRUE,1513,0,0,600,1405270802,2,2,30237211,38515149,67601693,85805514,86738694,89371588,98878010,114239371,123854991,136477860
774408225,TRUE,2289,0,0,600,1405274157,2,2,6922000,19757254,40547474,43276219,88719902,89371588,98878010,114239371,123854991,136477860
774494025,TRUE,2169,0,0,600,1405277771,2,2,6922000,19757254,40547474,43276219,88719902,89371588,98878010,114239371,123854991,136477860
774622831,FALSE,4231,0,0,600,1405285890,2,2,6922000,19757254,40547474,43276219,84772440,88719902,89407113,89423756,89871557,90892734
774695687,TRUE,682,0,0,600,1405291471,2,2,6922000,19757254,40547474,43276219,84772440,88719902,89407113,89423756,89871557,90892734
775979885,FALSE,2215,0,0,600,1405354534,2,2,88508515,89157606,89217927,89249333,89330493,91644707,93616251,98887913,100883708,121052479
776068193,FALSE,3324,0,0,600,1405358057,2,2,88508515,89157606,89217927,89249333,89330493,91644707,93616251,98887913,100883708,121052479
776170591,FALSE,1106,0,0,600,1405362607,2,2,88508515,89157606,89217927,89249333,89330493,91644707,93616251,98887913,100883708,121052479
776279238,FALSE,2079,0,0,600,1405367142,2,2,70388657,82262664,86723143,87278757,88508515,89157606,89217927,89625472,98887913,100883708
776341481,FALSE,1218,0,0,600,1405370580,2,2,70388657,82262664,86723143,87278757,88508515,89157606,89217927,89625472,98887913,100883708
776401962,TRUE,994,0,0,600,1405374049,2,2,82327674,88508515,88553213,88585077,89157606,89217927,89246836,90045009,98887913,100883708
776436526,FALSE,1683,0,0,600,1405376351,2,2,82327674,88508515,88553213,88585077,89157606,89217927,89246836,90045009,98887913,100883708
776475724,FALSE,3351,0,0,600,1405379260,2,2,82327674,88508515,88553213,88585077,89157606,89217927,89246836,90045009,98887913,100883708
783330532,TRUE,862,0,0,600,1405703823,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
783390334,TRUE,1942,0,0,600,1405706205,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
783470838,TRUE,2173,0,0,600,1405709562,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
783571610,FALSE,3370,0,0,600,1405714073,2,2,73562326,84772440,86727555,86745912,87276347,89407113,89423756,89871557,90892734,121847953
783676866,TRUE,2149,0,0,600,1405720003,2,2,73562326,84772440,86727555,86745912,87276347,89407113,89423756,89871557,90892734,121847953
783746701,TRUE,3061,0,0,600,1405724352,2,2,73562326,86727555,86745912,87276347,88508515,89157606,89217927,98887913,100883708,121847953
783801256,FALSE,2157,0,0,600,1405729002,2,2,73562326,86727555,86745912,87276347,88508515,89157606,89217927,98887913,100883708,121847953
785298771,TRUE,2035,0,0,600,1405789962,2,2,6922000,19757254,40547474,43276219,70388657,82262664,86723143,87278757,88719902,89625472
785389859,TRUE,1285,0,0,600,1405793853,2,2,6922000,19757254,40547474,43276219,70388657,82262664,86723143,87278757,88719902,89625472
785453168,TRUE,1904,0,0,600,1405796554,2,2,6922000,19757254,40547474,43276219,70388657,82262664,86723143,87278757,88719902,89625472
785558384,TRUE,1946,0,0,600,1405801678,2,2,82327674,88553213,88585077,89246836,89371588,90045009,98878010,114239371,123854991,136477860
785643441,FALSE,1984,0,0,600,1405805029,2,2,82327674,88553213,88585077,89246836,89371588,90045009,98878010,114239371,123854991,136477860
785712957,FALSE,2705,0,0,600,1405808756,2,2,82327674,88553213,88585077,89246836,89371588,90045009,98878010,114239371,123854991,136477860
785785899,FALSE,2452,0,0,600,1405813653,2,2,6922000,19757254,40547474,43276219,88719902,90882159,91698091,101695162,108382060,113800818
785842796,TRUE,3999,0,0,600,1405818264,2,2,84772440,89371588,89407113,89423756,89871557,90892734,98878010,114239371,123854991,136477860
785923491,TRUE,1929,0,0,600,1405824141,2,3,19672354,41231571,70388657,84772440,86745912,87278757,88553213,88585077,90892734,101495620
787345302,TRUE,2805,0,0,600,1405874482,2,2,6922000,19757254,40547474,43276219,88719902,90882159,91698091,101695162,108382060,113800818
787453665,TRUE,2060,0,0,600,1405878630,2,2,6922000,19757254,40547474,43276219,88719902,90882159,91698091,101695162,108382060,113800818
787554090,FALSE,1675,0,0,600,1405882432,2,2,84772440,89371588,89407113,89423756,89871557,90892734,98878010,114239371,123854991,136477860
787639738,FALSE,2512,0,0,600,1405885665,2,2,84772440,89371588,89407113,89423756,89871557,90892734,98878010,114239371,123854991,136477860
787737213,TRUE,2366,0,0,600,1405889649,2,2,84772440,89407113,89423756,89871557,90882159,90892734,91698091,101695162,108382060,113800818
787804519,FALSE,2651,0,0,600,1405893249,2,2,84772440,89407113,89423756,89871557,90882159,90892734,91698091,101695162,108382060,113800818
787871901,TRUE,998,0,0,600,1405897517,2,2,73562326,86727555,86745912,87276347,90882159,91698091,101695162,108382060,113800818,121847953
787900748,FALSE,2748,0,0,600,1405899705,2,2,73562326,86727555,86745912,87276347,90882159,91698091,101695162,108382060,113800818,121847953
787943161,TRUE,951,0,0,600,1405903516,2,2,73562326,86727555,86745912,87276347,90882159,91698091,101695162,108382060,113800818,121847953
789453600,FALSE,1490,0,0,600,1405965045,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
789518247,FALSE,1571,0,0,600,1405967878,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
789590883,TRUE,1054,0,0,600,1405971068,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
789645621,TRUE,908,0,0,600,1405973570,2,2,88508515,89157606,89217927,90882159,91698091,98887913,100883708,101695162,108382060,113800818
